PeakID (cmd=annotatePeaks.pl ../beds/community3.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
187	chr21	10521991	10522498	+	0	NA	Intergenic	Intergenic	468630	NM_199259	7179		NM_199259	ENSG00000274391	TPTE	CT44|PTEN2|TPTE1	transmembrane phosphatase with tensin homology	protein-coding
344	chr5	126097524	126098605	+	0	NA	non-coding (NR_134485, exon 2 of 4)	non-coding (NR_134485, exon 2 of 4)	14114	NR_134485	102723557		NR_134485	ENSG00000251072	LMNB1-DT	-	LMNB1 divergent transcript	ncRNA
115	chr14	42142475	42144050	+	0	NA	intron (NM_001346173, intron 1 of 4)	SVA_D|Other|Other	67203	NM_152447	145581		NM_152447	ENSG00000165379	LRFN5	C14orf146|FIGLER8|SALM5	leucine rich repeat and fibronectin type III domain containing 5	protein-coding
40	chr1	46190375	46191195	+	0	NA	intron (NM_005897, intron 5 of 8)	SVA_E|Other|Other	25540	NM_005897	3652		NM_005897	ENSG00000197429	IPP	KLHL27	intracisternal A particle-promoted polypeptide	protein-coding
192	chr21	19091561	19093125	+	0	NA	Intergenic	SVA_F|Other|Other	72483	NR_038871	246312		NR_038870	ENSG00000240770	C21orf91-OT1	D21S2089E|NCRNA00285	C21orf91 overlapping transcript 1	ncRNA
325	chr6	63008163	63010450	+	0	NA	Intergenic	Intergenic	-13174	NM_001350622	202559		NM_152688	ENSG00000112232	KHDRBS2	KHDRBS2-OT|KHDRBS2-OT1|SLM-1|SLM1	KH RNA binding domain containing, signal transduction associated 2	protein-coding
98	chr12	132880716	132882192	+	0	NA	intron (NM_001122636, intron 1 of 10)	CpG	24721	NM_001122636	50614		NM_021808	ENSG00000182870	GALNT9	GALNAC-T9|GALNACT9	polypeptide N-acetylgalactosaminyltransferase 9	protein-coding
381	chr22	24384040	24384808	+	0	NA	promoter-TSS (NM_001293807)	promoter-TSS (NM_001293807)	-113	NM_001293809	2952		NM_000853		GSTT1	-	glutathione S-transferase theta 1	protein-coding
197	chr21	30383769	30384553	+	0	NA	intron (NM_001320724, intron 1 of 5)	SVA_D|Other|Other	7509	NM_016940	10069		NM_016940	ENSG00000156253	RWDD2B	C21orf6|GL011	RWD domain containing 2B	protein-coding
388	chr1	189988428	189990177	+	0	NA	Intergenic	Intergenic	455838	NM_001317188	339479		NM_199051	ENSG00000162670	BRINP3	DBCCR1L|DBCCR1L1|FAM5C	BMP/retinoic acid inducible neural specific 3	protein-coding
10	chr16	32848363	32849778	+	0	NA	Intergenic	L1P1|LINE|L1	47393	NR_003083	386757		NM_198857	ENSG00000290985	SLC6A10P	CT-2|CT2|SLC6A10|SLC6A10pA	solute carrier family 6 member 10, pseudogene	pseudo
346	chr21	19821578	19823092	+	0	NA	Intergenic	Intergenic	-46233	NM_002772	5651		NM_002772	ENSG00000154646	TMPRSS15	ENTK|PRSS7	transmembrane serine protease 15	protein-coding
20	chr3	32102344	32103747	+	0	NA	Intergenic	Intergenic	-45067	NM_015141	23171		NM_015141	ENSG00000152642	GPD1L	GPD1-L	glycerol-3-phosphate dehydrogenase 1 like	protein-coding
44	chr5	121934624	121935249	+	0	NA	Intergenic	Intergenic	-14641	NR_134281	101927357		NR_134281		LOC101927357	-	uncharacterized LOC101927357	ncRNA
304	chr9	75420415	75421361	+	0	NA	intron (NM_138691, intron 18 of 23)	SVA_F|Other|Other	68137	NR_121181	101927258		NR_121120	ENSG00000236849	LINC01474	-	long intergenic non-protein coding RNA 1474	ncRNA
292	chr7	135254106	135255004	+	0	NA	intron (NM_001329434, intron 1 of 42)	intron (NM_001329434, intron 1 of 42)	11890	NM_001329434	23165		NM_015135	ENSG00000155561	NUP205	C7orf14|NPHS13	nucleoporin 205	protein-coding
340	chr14	20304359	20305256	+	0	NA	Intergenic	L1PA13|LINE|L1	32525	NM_001348266	283617		NM_001348266	ENSG00000176290	OR4K3	OR14-10|OR4K3P	olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)	protein-coding
297	chr8	85128187	85129114	+	0	NA	intron (NM_001354321, intron 1 of 7)	intron (NM_001354321, intron 1 of 7)	31749	NM_001354322	138046		NM_173848	ENSG00000184672	RALYL	HNRPCL3	RALY RNA binding protein like	protein-coding
84	chr12	9556686	9557707	+	0	NA	intron (NR_144634, intron 2 of 8)	intron (NR_144634, intron 2 of 8)	2814	NR_144634	728715		NR_144634		LOC728715	-	ovostatin homolog 2	ncRNA
136	chr16	80277344	80278321	+	0	NA	intron (NR_120307, intron 2 of 5)	SVA_F|Other|Other	-296799	NM_001305017	83657		NM_130897	ENSG00000168589	DYNLRB2	DNCL2B|DNLC2B|ROBLD2	dynein light chain roadblock-type 2	protein-coding
66	chr10	94362471	94363210	+	0	NA	intron (NM_004523, intron 1 of 21)	L2a|LINE|L2	9953	NM_004523	3832		NM_004523	ENSG00000138160	KIF11	EG5|HKSP|KNSL1|MCLMR|TRIP5	kinesin family member 11	protein-coding
116	chr14	45858581	45859985	+	0	NA	Intergenic	SVA_F|Other|Other	-136878	NM_018353	55320		NM_018353	ENSG00000129534	MIS18BP1	C14orf106|HSA242977|KNL2|M18BP1	MIS18 binding protein 1	protein-coding
250	chr5	137405958	137406460	+	0	NA	Intergenic	SVA_D|Other|Other	-13372	NM_058244	7478		NM_031933	ENSG00000061492	WNT8A	WNT8D	Wnt family member 8A	protein-coding
293	chr8	43034375	43035230	+	0	NA	intron (NM_152419, intron 10 of 17)	SVA_E|Other|Other	39195	NM_001363229	138050		NM_025070	ENSG00000165102	HGSNAT	HGNAT|MPS3C|RP73|TMEM76	heparan-alpha-glucosaminide N-acetyltransferase	protein-coding
261	chr6	27452579	27453370	+	0	NA	Intergenic	SVA_F|Other|Other	-12077	NM_007149	7738		NM_007149	ENSG00000096654	ZNF184	kr-ZNF3	zinc finger protein 184	protein-coding
376	chr19	4695536	4697174	+	0	NA	intron (NM_139159, intron 11 of 21)	intron (NM_139159, intron 11 of 21)	17061	NR_164163	100131094		NR_164163	ENSG00000205790	DPP9-AS1	-	DPP9 antisense RNA 1	ncRNA
210	chr3	100196067	100197039	+	0	NA	Intergenic	SVA_D|Other|Other	-14910	NM_018004	55076		NM_018004	ENSG00000181458	TMEM45A	DERP7|DNAPTP4	transmembrane protein 45A	protein-coding
324	chr4	39027517	39029892	+	0	NA	intron (NM_001303228, intron 1 of 6)	intron (NM_001303228, intron 1 of 6)	5325	NM_001303228	80008		NM_024943	ENSG00000121895	TMEM156	-	transmembrane protein 156	protein-coding
156	chr2	15751582	15752474	+	0	NA	intron (NM_004939, intron 13 of 25)	SVA_D|Other|Other	20036	NM_004939	1653		NM_004939	ENSG00000079785	DDX1	DBP-RB|UKVH5d	DEAD-box helicase 1	protein-coding
22	chr3	172585112	172585935	+	0	NA	Intergenic	LTR12C|LTR|ERV1	116731	NM_001349104	1894		NM_018098	ENSG00000114346	ECT2	ARHGEF31	epithelial cell transforming 2	protein-coding
230	chr4	86492616	86493513	+	0	NA	intron (NM_001025616, intron 2 of 9)	intron (NM_001025616, intron 2 of 9)	96761	NM_001025616	83478		NM_031305	ENSG00000138639	ARHGAP24	FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP	Rho GTPase activating protein 24	protein-coding
78	chr11	41325581	41326943	+	0	NA	intron (NM_001258419, intron 1 of 6)	intron (NM_001258419, intron 1 of 6)	154924	NM_020929	57689		NM_020929	ENSG00000148948	LRRC4C	NGL-1|NGL1	leucine rich repeat containing 4C	protein-coding
268	chr6	67792612	67793440	+	0	NA	Intergenic	Intergenic	-972217	NR_125869	102723883		NR_125869	ENSG00000223504	LOC102723883	-	uncharacterized LOC102723883	ncRNA
47	chr1	27144860	27145573	+	0	NA	Intergenic	SVA_F|Other|Other	-7963	NM_032283	84243		NM_032283	ENSG00000204160	ZDHHC18	DHHC-18|DHHC18	zinc finger DHHC-type palmitoyltransferase 18	protein-coding
8	chr17	28098831	28099524	+	0	NA	intron (NM_033389, intron 2 of 14)	MIRc|SINE|MIR	-10727	NM_001282131	85464		NM_033389	ENSG00000141298	SSH2	SSH-2|SSH-2L	slingshot protein phosphatase 2	protein-coding
256	chr5	175732095	175733192	+	0	NA	intron (NM_198567, intron 3 of 8)	SVA_F|Other|Other	-7505	NM_001308200	375484		NM_198567	ENSG00000170085	SIMC1	C5orf25|OOMA1|PLEIAD	SUMO interacting motifs containing 1	protein-coding
110	chr14	20974286	20975330	+	0	NA	intron (NM_001012975, intron 1 of 1)	SVA_E|Other|Other	2416	NM_001012975	338879		NM_001012975	ENSG00000182545	RNASE10	RAH1|RNASE9	ribonuclease A family member 10 (inactive)	protein-coding
168	chr2	203399114	203399996	+	0	NA	intron (NM_001204, intron 9 of 12)	SVA_F|Other|Other	-100137	NM_173511	150864		NM_173511	ENSG00000138439	FAM117B	ALS2CR13	family with sequence similarity 117 member B	protein-coding
130	chr15	92686991	92687940	+	0	NA	intron (NM_001145044, intron 7 of 10)	MER34C_|LTR|ERV1	-249646	NM_006011	8128		NM_006011	ENSG00000140557	ST8SIA2	HsT19690|SIAT8-B|SIAT8B|ST8SIA-II|ST8SiaII|STX	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	protein-coding
12	chr2	68747429	68748517	+	0	NA	intron (NM_173545, intron 5 of 9)	L1PB1|LINE|L1	53256	NM_173545	200558		NM_173545	ENSG00000169621	APLF	APFL|C2orf13|PALF|Xip1|ZCCHH1	aprataxin and PNKP like factor	protein-coding
236	chr4	175215759	175216508	+	0	NA	intron (NM_001145314, intron 1 of 10)	SVA_D|Other|Other	11071	NM_001040157	80817		NM_030633	ENSG00000164118	CEP44	KIAA1712|PS1TP3	centrosomal protein 44	protein-coding
87	chr12	49830082	49830814	+	0	NA	intron (NM_001293285, intron 3 of 14)	SVA_F|Other|Other	47491	NR_033267	100335030		NR_033267		LOC100335030	-	FGFR1 oncogene partner 2 pseudogene	pseudo
4	chr14	73650584	73651535	+	0	NA	intron (NM_000021, intron 5 of 11)	SVA_F|Other|Other	47844	NM_007318	5663		NM_000021	ENSG00000080815	PSEN1	ACNINV3|AD3|FAD|PS-1|PS1|PSNL1|S182	presenilin 1	protein-coding
150	chr19	20712453	20713171	+	0	NA	Intergenic	SVA_D|Other|Other	35775	NM_001159293	100129842		NM_001159293	ENSG00000237440	ZNF737	ZNF102	zinc finger protein 737	protein-coding
58	chr1	176365230	176365760	+	0	NA	Intergenic	SVA_F|Other|Other	-66816	NM_020318	60676		NM_020318	ENSG00000116183	PAPPA2	PAPP-A2|PAPP-E|PAPPE|PLAC3|SSDA	pappalysin 2	protein-coding
216	chr3	132189363	132190162	+	0	NA	intron (NM_015268, intron 20 of 55)	SVA_F|Other|Other	53416	NM_015268	23317		NM_015268	ENSG00000138246	DNAJC13	PARK21|RME8	DnaJ heat shock protein family (Hsp40) member C13	protein-coding
305	chr9	75455115	75456720	+	0	NA	Intergenic	SVA_F|Other|Other	33108	NR_121181	101927258		NR_121120	ENSG00000236849	LINC01474	-	long intergenic non-protein coding RNA 1474	ncRNA
161	chr2	144679371	144680175	+	0	NA	Intergenic	SVA_D|Other|Other	-14861	NR_110237	101928386		NR_110237	ENSG00000232377	LOC101928386	-	uncharacterized LOC101928386	ncRNA
370	chr4	132534756	132535509	+	0	NA	Intergenic	L1MEf|LINE|L1	-150861	NR_125883	101927305		NR_125883	ENSG00000251676	SNHG27	-	small nucleolar RNA host gene 27	ncRNA
193	chr21	19839839	19841693	+	0	NA	Intergenic	Intergenic	-64664	NM_002772	5651		NM_002772	ENSG00000154646	TMPRSS15	ENTK|PRSS7	transmembrane serine protease 15	protein-coding
284	chr7	65857639	65859023	+	0	NA	intron (NR_026873, intron 3 of 4)	SVA_E|Other|Other	7064	NR_026873	285908		NM_181722	ENSG00000179406	LINC00174	NCRNA00174	long intergenic non-protein coding RNA 174	ncRNA
108	chr13	108434797	108435643	+	0	NA	intron (NM_001080396, intron 1 of 2)	SVA_D|Other|Other	52586	NR_046848	100874375		NR_046848		NALF1-IT1	FAM155A-IT1	NALF1 intronic transcript 1	ncRNA
373	chr3	143675743	143676326	+	0	NA	Intergenic	Intergenic	-14606	NM_001363944	205428		NM_173552	ENSG00000181744	DIPK2A	C3orf58|DIA1|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding
190	chr21	10642988	10645484	+	0	NA	Intergenic	Intergenic	346638	NM_199259	7179		NM_199259	ENSG00000274391	TPTE	CT44|PTEN2|TPTE1	transmembrane phosphatase with tensin homology	protein-coding
153	chr19	30390395	30391566	+	0	NA	Intergenic	SVA_F|Other|Other	-23584	NM_001252641	8725		NM_003796	ENSG00000105176	URI1	C19orf2|NNX3|PPP1R19|RMP|URI	URI1 prefoldin like chaperone	protein-coding
249	chr5	117875144	117875910	+	0	NA	intron (NR_104610, intron 1 of 9)	(TA)n|Simple_repeat|Simple_repeat	22285	NR_104610	101927280		NR_104610		LINC02208	HRAT56	long intergenic non-protein coding RNA 2208	ncRNA
38	chr7	73250381	73251618	+	0	NA	intron (NM_152559, intron 5 of 5)	SVA_F|Other|Other	5673	NM_001305	1364		NM_001305	ENSG00000189143	CLDN4	CPE-R|CPER|CPETR|CPETR1|WBSCR8|hCPE-R	claudin 4	protein-coding
113	chr14	38024368	38025226	+	0	NA	Intergenic	SVA_D|Other|Other	39657	NM_004496	3169		NM_004496	ENSG00000129514	FOXA1	HNF3A|TCF3A	forkhead box A1	protein-coding
296	chr8	65598195	65598955	+	0	NA	intron (NM_004820, intron 1 of 5)	SVA_F|Other|Other	-104126	NR_152770	401463		NR_015374	ENSG00000254102	BHLHE22-AS1	-	BHLHE22 antisense RNA 1	ncRNA
101	chr13	41529416	41530109	+	0	NA	intron (NM_172373, intron 3 of 8)	SVA_D|Other|Other	26656	NM_001145353	1997		NM_172373	ENSG00000120690	ELF1	EFTUD1|RIA1	E74 like ETS transcription factor 1	protein-coding
133	chr16	56773325	56774061	+	0	NA	intron (NM_014669, intron 1 of 21)	SVA_F|Other|Other	9652	NM_014669	9688		NM_014669	ENSG00000102900	NUP93	NIC96	nucleoporin 93	protein-coding
365	chr6	155760398	155761662	+	0	NA	intron (NM_015718, intron 6 of 13)	intron (NM_015718, intron 6 of 13)	15943	NM_015718	50508		NM_015718	ENSG00000074771	NOX3	GP91-3|MOX-2	NADPH oxidase 3	protein-coding
60	chr1	212493849	212494774	+	0	NA	intron (NM_001199756, intron 1 of 12)	SVA_F|Other|Other	19111	NM_001199756	5525		NM_006243	ENSG00000066027	PPP2R5A	B56A|B56alpha|PR61A	protein phosphatase 2 regulatory subunit B'alpha	protein-coding
213	chr3	124085611	124087013	+	0	NA	intron (NM_001322990, intron 10 of 33)	SVA_F|Other|Other	-6867	NR_106731	102464832		NR_106731	ENSG00000276656	MIR6083	hsa-mir-6083	microRNA 6083	ncRNA
196	chr21	26426915	26427495	+	0	NA	intron (NR_046198, intron 3 of 3)	intron (NR_046198, intron 3 of 3)	214341	NR_046198	339622		NR_046198	ENSG00000226983	LINC01692	-	long intergenic non-protein coding RNA 1692	ncRNA
233	chr4	138089060	138090354	+	0	NA	intron (NR_149105, intron 1 of 3)	(TA)n|Simple_repeat|Simple_repeat	-25203	NR_134640	729307		NR_134640		LINC02510	-	long intergenic non-protein coding RNA 2510	ncRNA
201	chr3	1354980	1356268	+	0	NA	intron (NM_001349359, intron 6 of 20)	MLT1A0|LTR|ERVL-MaLR	220916	NM_001349352	27255		NM_014461	ENSG00000134115	CNTN6	NB3	contactin 6	protein-coding
347	chr4	85759357	85761083	+	0	NA	intron (NM_014991, intron 6 of 67)	intron (NM_014991, intron 6 of 67)	-126549	NR_152771	404201		NM_205857	ENSG00000180769	WDFY3-AS2	C4orf12|FBI4|NCRNA00247	WDFY3 antisense RNA 2	ncRNA
184	chr21	10461464	10463511	+	0	NA	Intergenic	Intergenic	-493893	NR_038329	100132288		NM_174948	ENSG00000291050	TEKT4P2	MAFIPL|TEKT4P	tektin 4 pseudogene 2	pseudo
290	chr7	125275748	125276616	+	0	NA	Intergenic	L1ME1|LINE|L1	-371837	NR_110182	101928254		NR_110182	ENSG00000219445	LOC101928254	-	uncharacterized LOC101928254	ncRNA
208	chr3	83221684	83222939	+	0	NA	Intergenic	Intergenic	1187018	NR_147146	105377180		NR_147146	ENSG00000239440	LINC02008	-	long intergenic non-protein coding RNA 2008	ncRNA
342	chr4	103513872	103515631	+	0	NA	intron (NM_001382625, intron 13 of 24)	intron (NM_001382625, intron 13 of 24)	-91108	NR_136202	105377621		NR_136202		LOC105377621	-	uncharacterized LOC105377621	ncRNA
149	chr19	20260303	20260823	+	0	NA	Intergenic	SVA_F|Other|Other	-17460	NM_052852	90649		NM_052852	ENSG00000256229	ZNF486	KRBO2	zinc finger protein 486	protein-coding
253	chr5	158009558	158010337	+	0	NA	Intergenic	SVA_F|Other|Other	-173166	NR_109888	101927697		NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
228	chr4	54103617	54104830	+	0	NA	intron (NM_152540, intron 4 of 8)	SVA_D|Other|Other	128005	NM_152540	152579		NM_152540	ENSG00000184178	SCFD2	STXBP1L1	sec1 family domain containing 2	protein-coding
252	chr5	152675582	152676516	+	0	NA	Intergenic	SVA_D|Other|Other	-194035	NM_001114183	2890		NM_000827	ENSG00000155511	GRIA1	GLUH1|GLUR1|GLURA|GluA1|HBGR1|MRD67|MRT76	glutamate ionotropic receptor AMPA type subunit 1	protein-coding
343	chr4	163212959	163214517	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	-128552	NM_001128428	56884		NM_020116	ENSG00000168843	FSTL5	-	follistatin like 5	protein-coding
26	chr6	150274925	150276321	+	0	NA	Intergenic	CpG	-9456	NR_133659	80329		NM_025218	ENSG00000111981	ULBP1	N2DL-1|NKG2DL1|RAET1I	UL16 binding protein 1	protein-coding
279	chr7	7014515	7015136	+	0	NA	Intergenic	SVA_D|Other|Other	91851	NR_037454	100500886		NR_037454	ENSG00000266287	MIR3683	-	microRNA 3683	ncRNA
257	chr5	176754711	176755298	+	0	NA	Intergenic	Intergenic	-16105	NM_031300	83463		NM_031300	ENSG00000213347	MXD3	BHLHC13|MAD3|MYX	MAX dimerization protein 3	protein-coding
364	chr8	84207747	84209339	+	0	NA	Intergenic	Intergenic	-107450	NR_122034	103352670		NR_122034	ENSG00000253898	LINC01419	LVCAT7|PRLH1|TCONS_00014497	long intergenic non-protein coding RNA 1419	ncRNA
221	chr3	183325936	183326955	+	0	NA	Intergenic	SVA_F|Other|Other	-26966	NM_001349426	54800		NM_017644	ENSG00000114796	KLHL24	CMH29|DRE1|EBS6|EBSSH|KRIP6	kelch like family member 24	protein-coding
285	chr7	77138445	77139138	+	0	NA	Intergenic	SVA_F|Other|Other	-27821	NM_002835	5782		NM_002835	ENSG00000127947	PTPN12	PTP-PEST|PTPG1	protein tyrosine phosphatase non-receptor type 12	protein-coding
217	chr3	142765746	142766748	+	0	NA	intron (NM_001080415, intron 24 of 27)	SVA_F|Other|Other	45835	NM_001320220	23350		NM_001080415	ENSG00000163714	U2SURP	SR140|fSAPa	U2 snRNP associated SURP domain containing	protein-coding
232	chr4	120016748	120017936	+	0	NA	Intergenic	AluYa5|SINE|Alu	-39645	NM_016599	51778		NM_016599	ENSG00000172399	MYOZ2	C4orf5|CMH16|CS-1|FATZ-2	myozenin 2	protein-coding
62	chr1	213324246	213325762	+	0	NA	intron (NM_001349666, intron 7 of 13)	SVA_F|Other|Other	100421	NM_012424	26750		NM_012424	ENSG00000136643	RPS6KC1	RPK118|RSKL1|S6K-delta-1|S6PKh1|humS6PKh1	ribosomal protein S6 kinase C1	protein-coding
237	chr4	176138969	176140179	+	0	NA	Intergenic	L1MA9|LINE|L1	300065	NM_014269	11086		NM_014269	ENSG00000168594	ADAM29	CT73|svph1	ADAM metallopeptidase domain 29	protein-coding
212	chr3	121031954	121032312	+	0	NA	intron (NR_145516, intron 21 of 28)	SVA_E|Other|Other	232702	NM_199420	10721		NM_006596	ENSG00000051341	POLQ	PRO0327	DNA polymerase theta	protein-coding
185	chr21	10483725	10484860	+	0	NA	Intergenic	L1PA7|LINE|L1	506582	NM_199259	7179		NM_199259	ENSG00000274391	TPTE	CT44|PTEN2|TPTE1	transmembrane phosphatase with tensin homology	protein-coding
121	chr14	103142681	103143585	+	0	NA	intron (NM_015156, intron 2 of 11)	SVA_F|Other|Other	84147	NM_015156	23186		NM_015156	ENSG00000089902	RCOR1	COREST|RCOR	REST corepressor 1	protein-coding
132	chr16	53731961	53732796	+	0	NA	intron (NM_001330538, intron 2 of 25)	SVA_D|Other|Other	5393	NM_001328423	23322		NM_015272	ENSG00000103494	RPGRIP1L	COACH3|CORS3|FTM|JBTS7|MKS5|NPHP8|PPP1R134	RPGRIP1 like	protein-coding
117	chr14	47471484	47472072	+	0	NA	intron (NM_182830, intron 8 of 16)	AluSx|SINE|Alu	340671	NR_103766	161357		NM_182830	ENSG00000139915	MDGA2	MAMDC1|c14_5286	MAM domain containing glycosylphosphatidylinositol anchor 2	protein-coding
339	chr3	30565371	30566699	+	0	NA	intron (NR_147054, intron 1 of 2)	intron (NR_147054, intron 1 of 2)	5675	NR_147054	101928015		NR_147054	ENSG00000227260	LINC01985	-	long intergenic non-protein coding RNA 1985	ncRNA
112	chr14	36445912	36447334	+	0	NA	Intergenic	SVA_F|Other|Other	-93010	NR_073454	101101773		NR_073454	ENSG00000257585	LINC00609	-	long intergenic non-protein coding RNA 609	ncRNA
137	chr17	17345639	17347062	+	0	NA	Intergenic	SVA_F|Other|Other	-33964	NM_018019	55090		NM_018019	ENSG00000141026	MED9	MED25	mediator complex subunit 9	protein-coding
319	chr4	132978017	132978932	+	0	NA	Intergenic	MSTA|LTR|ERVL-MaLR	292481	NR_125884	101927305		NR_125883	ENSG00000251676	SNHG27	-	small nucleolar RNA host gene 27	ncRNA
359	chr7	131139962	131140593	+	0	NA	intron (NM_013255, intron 12 of 17)	intron (NM_013255, intron 12 of 17)	101110	NM_001018111	5420		NM_005397	ENSG00000128567	PODXL	Gp200|PC|PCLP|PCLP-1|PDX|PODXL1|gp135	podocalyxin like	protein-coding
16	chr9	84325233	84326100	+	0	NA	intron (NR_109772, intron 1 of 3)	SVA_F|Other|Other	21038	NR_109772	101927502		NR_109772	ENSG00000233926	TLE1-DT	-	TLE1 divergent transcript	ncRNA
152	chr19	23109004	23110766	+	0	NA	Intergenic	SVA_F|Other|Other	76093	NM_001267716	388523		NM_001267716	ENSG00000269067	ZNF728	-	zinc finger protein 728	protein-coding
128	chr15	75795896	75797111	+	0	NA	intron (NM_002833, intron 7 of 12)	SVA_F|Other|Other	-48347	NM_001145357	25942		NM_015477	ENSG00000169375	SIN3A	CHR15DELq24|DEL15Q24|WITKOS	SIN3 transcription regulator family member A	protein-coding
179	chr21	9521649	9522561	+	0	NA	Intergenic	L1MD2|LINE|L1	-303727	NR_128711	103504731		NR_128711	ENSG00000264462	MIR3648-2	hsa-mir-3648-2	microRNA 3648-2	ncRNA
372	chr2	175354416	175355038	+	0	NA	Intergenic	Intergenic	-2911	NM_001267051	151556		NM_152529	ENSG00000163328	GPR155	DEP.7|DEPDC3|LYCHOS|PGR22	G protein-coupled receptor 155	protein-coding
157	chr2	43524538	43525102	+	0	NA	intron (NM_001345925, intron 32 of 38)	SVA_F|Other|Other	70470	NR_027251	100129726		NM_178529	ENSG00000279873	LINC01126	-	long intergenic non-protein coding RNA 1126	ncRNA
377	chr7	143892422	143893159	+	0	NA	non-coding (NR_126022, exon 1 of 5)	non-coding (NR_126022, exon 1 of 5)	136	NM_001003702	445328		NM_001003702	ENSG00000213214	ARHGEF35	ARHGEF5L	Rho guanine nucleotide exchange factor 35	protein-coding
351	chr14	22946763	22947866	+	0	NA	intron (NR_148361, intron 2 of 4)	MIR|SINE|MIR	4634	NR_148361	105370401		NR_148361	ENSG00000251002	TRD-AS1	-	TRD antisense RNA 1	ncRNA
95	chr12	112160885	112161689	+	0	NA	intron (NM_025247, intron 8 of 20)	SVA_F|Other|Other	37430	NM_001136538	80724		NM_025247	ENSG00000111271	ACAD10	-	acyl-CoA dehydrogenase family member 10	protein-coding
360	chr11	23673640	23674380	+	0	NA	Intergenic	LTR12C|LTR|ERV1	-233274	NR_107021	102465860		NR_107021	ENSG00000275868	MIR8054	hsa-mir-8054	microRNA 8054	ncRNA
171	chr2	230607550	230608253	+	0	NA	Intergenic	SVA_D|Other|Other	-28630	NM_139072	92737		NM_139072	ENSG00000187957	DNER	UNQ26|bet	delta/notch like EGF repeat containing	protein-coding
338	chr6	93387466	93387890	+	0	NA	Intergenic	L1MD2|LINE|L1	739200	NM_001376470	2045		NM_004440	ENSG00000135333	EPHA7	EHK-3|EHK3|EK11|HEK11	EPH receptor A7	protein-coding
86	chr12	42621480	42622561	+	0	NA	intron (NR_135140, intron 2 of 6)	SVA_F|Other|Other	10030	NM_005748	10138		NM_005748	ENSG00000015153	YAF2	-	YY1 associated factor 2	protein-coding
318	chr4	32842448	32843605	+	0	NA	Intergenic	Intergenic	490366	NR_134672	101927363		NR_134672	ENSG00000251329	LINC02353	-	long intergenic non-protein coding RNA 2353	ncRNA
358	chr11	37985218	37987953	+	0	NA	Intergenic	L1MC2|LINE|L1	26434	NR_135110	105376633		NR_135110	ENSG00000254516	LINC02760	-	long intergenic non-protein coding RNA 2760	ncRNA
195	chr21	23901376	23902686	+	0	NA	Intergenic	L1PA5|LINE|L1	431095	NR_038400	54143		NM_153203	ENSG00000184856	LINC00308	C21orf74|NCRNA00308|PRED16	long intergenic non-protein coding RNA 308	ncRNA
322	chr21	36291628	36292375	+	0	NA	intron (NM_001754, intron 2 of 8)	intron (NM_001754, intron 2 of 8)	-31005	NM_001001890	861		NM_001754	ENSG00000159216	RUNX1	AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha	RUNX family transcription factor 1	protein-coding
129	chr15	90411226	90412089	+	0	NA	intron (NR_023361, intron 5 of 6)	SVA_F|Other|Other	15605	NR_049807	100846993		NR_049807	ENSG00000264796	MIR5009	-	microRNA 5009	ncRNA
93	chr12	100687904	100688700	+	0	NA	intron (NM_001330253, intron 3 of 18)	intron (NM_001330253, intron 3 of 18)	27140	NM_001330253	55681		NM_017988	ENSG00000136021	SCYL2	AMC4|AMCNACC|CVAK104	SCY1 like pseudokinase 2	protein-coding
303	chr9	38324842	38325935	+	0	NA	Intergenic	SVA_F|Other|Other	-67311	NM_000692	219		NM_000692	ENSG00000137124	ALDH1B1	ALDH5|ALDHX	aldehyde dehydrogenase 1 family member B1	protein-coding
178	chr20	56988756	56989367	+	0	NA	intron (NM_004738, intron 1 of 5)	SVA_F|Other|Other	24776	NM_004738	9217		NM_004738	ENSG00000124164	VAPB	ALS8|VAMP-B|VAP-B	VAMP associated protein B and C	protein-coding
331	chr14	103809691	103810359	+	0	NA	3' UTR (NM_183004, exon 11 of 11)	3' UTR (NM_183004, exon 11 of 11)	5839	NR_002964	677811		NR_002964	ENSG00000272533	SNORA28	ACA28	small nucleolar RNA, H/ACA box 28	snoRNA
46	chr1	21142118	21142960	+	0	NA	intron (NM_001198802, intron 32 of 34)	SVA_E|Other|Other	-28739	NM_001376795	50809		NM_016287	ENSG00000127483	HP1BP3	HP1-BP74|HP1BP74	heterochromatin protein 1 binding protein 3	protein-coding
